CHAVE,NOME,AGENCIA,AGENCIA_NOME,CIDADE,DATA_ASSOCIACAO,DATA_VALIDA,RENDA_MENSAL,RENDA_INFORMADA,CONTA_CORRENTE,CARTAO,CREDITO,INVESTIMENTO,CONSORCIO,SEGURO,SALDO_MEDIO,PIX_MENSAL,COMPRAS_CARTAO,QTD_PRODUTOS,TEMPO_RELACIONAMENTO_ANOS,FAIXA_TEMPO,FAIXA_RENDA,INDICE_MOVIMENTACAO,SCORE_PRODUTOS,SCORE_TEMPO,SCORE_MOVIMENTACAO,SCORE_TOTAL,CLASSIFICACAO,OPORT_CROSS_SELL,OPORT_BAIXA_UTILIZACAO
501,Fernanda Sobrenome,1,Agencia 1,Cascavel,2024-09-14,True,19740.0,True,False,True,True,False,False,True,51001,63,18406,3,1.96,Menos de 2 anos,Acima de R$ 15.000,49.4,1,0,1,2,Inicial,False,False
502,Fernanda Sobrenome,1,Agencia 1,Maringa,2022-07-01,True,15144.0,True,True,False,True,False,True,False,82123,49,2829,3,4.16,3 a 5 anos,Acima de R$ 15.000,33.0,1,2,0,3,Em Desenvolvimento,False,True
503,Joao Sobrenome,4,Agencia 4,Pato Branco,2026-03-05,True,18940.0,True,True,True,True,True,True,False,107778,89,11575,5,0.49,Menos de 2 anos,Acima de R$ 15.000,57.9,2,0,2,4,Em Desenvolvimento,False,False
504,Amanda Sobrenome,5,Agencia 5,Pato Branco,2022-05-18,True,19390.0,True,False,False,False,True,False,False,63338,53,14671,1,4.28,3 a 5 anos,Acima de R$ 15.000,44.8,0,2,1,3,Em Desenvolvimento,True,False
505,Mariana Sobrenome,5,Agencia 5,Maringa,2023-10-27,True,11735.0,True,True,False,False,True,False,True,45065,58,10872,3,2.84,2 a 3 anos,R$ 8.001 a R$ 15.000,38.0,1,1,1,3,Em Desenvolvimento,False,False
506,Joao Sobrenome,5,Agencia 5,Pato Branco,2020-03-17,True,5182.0,True,False,False,True,True,False,False,185043,97,17625,2,6.45,Mais de 5 anos,R$ 3.001 a R$ 8.000,83.9,1,3,3,7,Engajado,False,False
507,Fernanda Sobrenome,4,Agencia 4,Pato Branco,2024-09-02,True,17295.0,True,False,False,True,True,False,True,13432,73,9441,3,1.99,Menos de 2 anos,Acima de R$ 15.000,32.8,1,0,0,1,Inicial,False,True
508,Mariana Sobrenome,2,Agencia 2,Pato Branco,2021-04-13,True,7169.0,True,True,False,True,False,True,False,95125,29,13689,3,5.38,Mais de 5 anos,R$ 3.001 a R$ 8.000,43.6,1,3,1,5,Maduro,False,False
509,Joao Sobrenome,3,Agencia 3,Pato Branco,2023-02-02,True,8813.0,True,False,True,True,False,True,False,125619,87,12941,3,3.57,3 a 5 anos,R$ 8.001 a R$ 15.000,63.1,1,2,3,6,Maduro,False,False
510,Lucas Sobrenome,1,Agencia 1,Chapeco,2018-01-10,True,4387.0,True,True,False,True,False,True,True,112205,39,1737,4,8.64,Mais de 5 anos,R$ 3.001 a R$ 8.000,34.4,2,3,0,5,Maduro,False,True
511,Bruno Sobrenome,2,Agencia 2,Cascavel,2023-06-24,True,11626.0,True,True,True,False,False,True,False,109657,88,10650,3,3.18,3 a 5 anos,R$ 8.001 a R$ 15.000,57.2,1,2,2,5,Maduro,False,False
512,Paula Sobrenome,3,Agencia 3,Cascavel,2021-04-26,True,14462.0,True,True,False,False,False,True,True,178197,3,12231,3,5.34,Mais de 5 anos,R$ 8.001 a R$ 15.000,52.0,1,3,2,6,Maduro,False,False
513,Paula Sobrenome,4,Agencia 4,Chapeco,2023-05-28,True,22150.0,True,False,False,False,True,False,False,96827,3,13844,1,3.26,3 a 5 anos,Acima de R$ 15.000,37.6,0,2,1,3,Em Desenvolvimento,True,False
514,Carlos Sobrenome,5,Agencia 5,Pato Branco,2024-12-10,True,17321.0,True,True,False,False,True,False,False,126040,35,9374,2,1.72,Menos de 2 anos,Acima de R$ 15.000,46.0,1,0,1,2,Inicial,True,False
515,Juliana Sobrenome,1,Agencia 1,Pato Branco,2022-08-26,True,26966.0,True,False,False,True,True,False,True,105563,68,17828,3,4.01,3 a 5 anos,Acima de R$ 15.000,60.3,1,2,2,5,Maduro,False,False
516,Lucas Sobrenome,3,Agencia 3,Pato Branco,2019-06-13,True,25558.0,True,True,False,True,False,True,True,71782,87,9822,4,7.21,Mais de 5 anos,Acima de R$ 15.000,48.7,2,3,1,6,Maduro,False,False
517,Mariana Sobrenome,4,Agencia 4,Chapeco,,False,4039.0,True,False,False,False,True,True,True,25745,52,4143,3,,Nao informado,R$ 3.001 a R$ 8.000,24.6,1,1,0,2,Inicial,False,True
518,Bruno Sobrenome,2,Agencia 2,Chapeco,2020-06-17,True,8408.0,True,False,True,True,True,True,False,249370,49,13150,4,6.2,Mais de 5 anos,R$ 8.001 a R$ 15.000,79.1,2,3,3,8,Engajado,False,False
519,Paula Sobrenome,1,Agencia 1,Pato Branco,2022-01-14,True,9498.0,True,True,False,False,False,False,False,5789,41,3864,1,4.62,3 a 5 anos,R$ 8.001 a R$ 15.000,16.4,0,2,0,2,Inicial,False,True
520,Fernanda Sobrenome,2,Agencia 2,Maringa,2025-11-21,True,4365.0,True,True,True,True,False,True,True,43869,66,14602,5,0.77,Menos de 2 anos,R$ 3.001 a R$ 8.000,44.3,2,0,1,3,Em Desenvolvimento,False,False
521,Joao Sobrenome,5,Agencia 5,Pato Branco,2022-01-02,True,7529.0,True,True,True,False,True,False,False,127928,82,15593,3,4.66,3 a 5 anos,R$ 3.001 a R$ 8.000,65.6,1,2,3,6,Maduro,False,False
522,Joao Sobrenome,2,Agencia 2,Cascavel,2021-09-12,True,29060.0,True,False,False,False,True,True,True,43442,83,18800,3,4.96,3 a 5 anos,Acima de R$ 15.000,53.3,1,2,2,5,Maduro,False,False
523,Mariana Sobrenome,3,Agencia 3,Pato Branco,2023-05-18,True,7461.0,True,False,True,False,True,True,True,119975,24,18557,4,3.29,3 a 5 anos,R$ 3.001 a R$ 8.000,53.2,2,2,2,6,Maduro,False,False
524,Bruno Sobrenome,4,Agencia 4,Pato Branco,2023-12-16,True,12785.0,True,True,True,True,False,True,True,127823,47,425,5,2.7,2 a 3 anos,R$ 8.001 a R$ 15.000,38.5,2,1,1,4,Em Desenvolvimento,False,False
525,Ricardo Sobrenome,3,Agencia 3,Pato Branco,2018-11-04,True,16182.0,True,True,False,False,True,True,False,136826,93,15620,3,7.82,Mais de 5 anos,Acima de R$ 15.000,69.8,1,3,3,7,Engajado,False,False
526,Lucas Sobrenome,3,Agencia 3,Pato Branco,2022-07-22,True,25217.0,True,False,False,True,True,False,False,56140,62,13208,2,4.11,3 a 5 anos,Acima de R$ 15.000,43.7,1,2,1,4,Em Desenvolvimento,True,False
527,Lucas Sobrenome,3,Agencia 3,Pato Branco,2018-04-20,True,17707.0,True,True,False,True,False,True,False,45559,35,17079,3,8.36,Mais de 5 anos,Acima de R$ 15.000,40.0,1,3,1,5,Maduro,False,False
528,Joao Sobrenome,2,Agencia 2,Toledo,2024-05-24,True,10548.0,True,True,True,False,True,True,True,19066,2,15153,5,2.27,2 a 3 anos,R$ 8.001 a R$ 15.000,24.2,2,1,0,3,Em Desenvolvimento,False,True
529,Ricardo Sobrenome,3,Agencia 3,Pato Branco,2021-06-15,True,22917.0,True,False,False,False,True,True,True,5930,8,12002,3,5.21,Mais de 5 anos,Acima de R$ 15.000,18.2,1,3,0,4,Em Desenvolvimento,False,True
530,Juliana Sobrenome,4,Agencia 4,Maringa,2020-06-13,True,17013.0,True,False,False,True,False,True,False,34225,95,2810,2,6.21,Mais de 5 anos,Acima de R$ 15.000,34.4,1,3,0,4,Em Desenvolvimento,True,True
531,Bruno Sobrenome,3,Agencia 3,Chapeco,2020-05-20,True,25835.0,True,True,False,True,True,True,False,47946,28,1743,4,6.28,Mais de 5 anos,Acima de R$ 15.000,19.4,2,3,0,5,Maduro,False,True
532,Ricardo Sobrenome,5,Agencia 5,Chapeco,2026-07-21,True,21509.0,True,True,True,True,True,True,False,81734,67,17460,5,0.11,Menos de 2 anos,Acima de R$ 15.000,55.5,2,0,2,4,Em Desenvolvimento,False,False
533,Amanda Sobrenome,5,Agencia 5,Pato Branco,2024-02-14,True,10962.0,True,False,True,False,False,False,False,182703,48,9926,1,2.54,2 a 3 anos,R$ 8.001 a R$ 15.000,62.4,0,1,2,3,Em Desenvolvimento,False,False
534,Ricardo Sobrenome,1,Agencia 1,Pato Branco,2025-10-21,True,3095.0,True,True,True,False,False,True,True,68859,74,15311,4,0.86,Menos de 2 anos,R$ 3.001 a R$ 8.000,51.5,2,0,2,4,Em Desenvolvimento,False,False
535,Lucas Sobrenome,4,Agencia 4,Pato Branco,2018-09-20,True,28761.0,True,True,False,True,False,False,False,18852,90,17420,2,7.94,Mais de 5 anos,Acima de R$ 15.000,48.4,1,3,1,5,Maduro,True,False
536,Paula Sobrenome,5,Agencia 5,Pato Branco,2024-03-06,True,27676.0,True,True,True,False,False,True,False,122678,100,8755,3,2.48,2 a 3 anos,Acima de R$ 15.000,60.7,1,1,2,4,Em Desenvolvimento,False,False
537,Bruno Sobrenome,2,Agencia 2,Chapeco,,False,7422.0,True,False,False,True,True,False,True,230147,2,19408,3,,Nao informado,R$ 3.001 a R$ 8.000,70.7,1,1,3,5,Maduro,False,False
538,Amanda Sobrenome,3,Agencia 3,Pato Branco,2019-01-28,True,22204.0,True,True,False,True,True,False,True,37001,56,7021,4,7.59,Mais de 5 anos,Acima de R$ 15.000,31.0,2,3,0,5,Maduro,False,True
539,Ricardo Sobrenome,1,Agencia 1,Maringa,2020-07-21,True,,False,False,False,True,False,True,True,15664,36,16479,3,6.11,Mais de 5 anos,Nao informado,33.2,1,3,0,4,Em Desenvolvimento,False,True
540,Paula Sobrenome,5,Agencia 5,Cascavel,2025-05-22,True,12305.0,True,True,False,True,False,False,False,80785,73,7571,2,1.27,Menos de 2 anos,R$ 8.001 a R$ 15.000,44.4,1,0,1,2,Inicial,False,False
541,Fernanda Sobrenome,4,Agencia 4,Pato Branco,2024-11-11,True,8803.0,True,False,False,True,False,True,True,232463,23,17438,3,1.8,Menos de 2 anos,R$ 8.001 a R$ 15.000,73.6,1,0,3,4,Em Desenvolvimento,False,False
542,Fernanda Sobrenome,5,Agencia 5,Chapeco,2023-01-23,True,9950.0,True,True,False,True,False,False,False,59424,8,16610,2,3.6,3 a 5 anos,R$ 8.001 a R$ 15.000,34.7,1,2,0,3,Em Desenvolvimento,False,True
543,Ricardo Sobrenome,1,Agencia 1,Pato Branco,2022-12-20,True,8370.0,True,True,True,False,True,True,True,15270,88,10851,5,3.69,3 a 5 anos,R$ 8.001 a R$ 15.000,38.8,2,2,1,5,Maduro,False,False
544,Mariana Sobrenome,3,Agencia 3,Pato Branco,2025-11-02,True,19475.0,True,True,True,False,False,True,True,36132,36,281,4,0.82,Menos de 2 anos,Acima de R$ 15.000,17.4,2,0,0,2,Inicial,False,True
545,Carlos Sobrenome,2,Agencia 2,Maringa,2023-04-23,True,18680.0,True,False,False,True,True,False,True,119374,1,17589,3,3.35,3 a 5 anos,Acima de R$ 15.000,46.3,1,2,1,4,Em Desenvolvimento,False,False
546,Paula Sobrenome,5,Agencia 5,Pato Branco,2022-09-15,True,10100.0,True,True,True,True,True,True,False,11748,41,3788,5,3.96,3 a 5 anos,R$ 8.001 a R$ 15.000,17.7,2,2,0,4,Em Desenvolvimento,False,True
547,Lucas Sobrenome,5,Agencia 5,Cascavel,2019-05-16,True,24792.0,True,True,False,True,False,True,True,20688,82,2548,4,7.29,Mais de 5 anos,Acima de R$ 15.000,28.3,2,3,0,5,Maduro,False,True
548,Lucas Sobrenome,1,Agencia 1,Chapeco,,False,22574.0,True,False,False,False,True,True,False,8100,31,6300,2,,Nao informado,Acima de R$ 15.000,17.4,1,1,0,2,Inicial,True,True
549,Paula Sobrenome,5,Agencia 5,Toledo,2020-06-02,True,2164.0,True,False,False,False,True,False,True,85991,59,425,2,6.24,Mais de 5 anos,Ate R$ 3.000,33.1,1,3,0,4,Em Desenvolvimento,False,True
550,Ricardo Sobrenome,1,Agencia 1,Toledo,2018-12-07,True,3631.0,True,False,False,True,True,False,True,157322,87,551,3,7.73,Mais de 5 anos,R$ 3.001 a R$ 8.000,53.9,1,3,2,6,Maduro,False,False
551,Juliana Sobrenome,2,Agencia 2,Pato Branco,2024-12-20,True,7654.0,True,False,True,False,True,False,False,190549,27,10641,2,1.69,Menos de 2 anos,R$ 3.001 a R$ 8.000,58.6,1,0,2,3,Em Desenvolvimento,False,False
552,Mariana Sobrenome,2,Agencia 2,Pato Branco,2026-07-23,True,27742.0,True,False,True,False,True,True,False,13654,4,3012,3,0.1,Menos de 2 anos,Acima de R$ 15.000,7.5,1,0,0,1,Inicial,False,True
553,Juliana Sobrenome,2,Agencia 2,Cascavel,2026-01-09,True,19585.0,True,True,True,True,True,True,False,63173,18,11707,5,0.64,Menos de 2 anos,Acima de R$ 15.000,31.7,2,0,0,2,Inicial,False,True
554,Ricardo Sobrenome,5,Agencia 5,Maringa,2026-08-09,True,19279.0,True,False,True,True,True,True,False,3174,47,15044,4,0.06,Menos de 2 anos,Acima de R$ 15.000,31.6,2,0,0,2,Inicial,False,True
555,Juliana Sobrenome,2,Agencia 2,Chapeco,2024-08-04,True,27681.0,True,True,True,True,True,False,True,193598,72,6811,5,2.07,2 a 3 anos,Acima de R$ 15.000,65.6,2,1,3,6,Maduro,False,False
556,Paula Sobrenome,3,Agencia 3,Chapeco,2020-10-11,True,8453.0,True,True,True,False,False,True,True,67238,97,12241,4,5.88,Mais de 5 anos,R$ 8.001 a R$ 15.000,53.1,2,3,2,7,Engajado,False,False
557,Lucas Sobrenome,5,Agencia 5,Toledo,2023-05-05,True,25474.0,True,True,False,True,False,True,True,122191,64,8935,4,3.32,3 a 5 anos,Acima de R$ 15.000,52.1,2,2,2,6,Maduro,False,False
558,Fernanda Sobrenome,5,Agencia 5,Pato Branco,2025-04-19,True,17505.0,True,True,False,True,True,True,True,142447,0,10326,5,1.36,Menos de 2 anos,Acima de R$ 15.000,42.0,2,0,1,3,Em Desenvolvimento,False,False
559,Carlos Sobrenome,1,Agencia 1,Maringa,2026-01-08,True,5566.0,True,True,True,True,False,True,True,159791,23,4989,5,0.64,Menos de 2 anos,R$ 3.001 a R$ 8.000,44.1,2,0,1,3,Em Desenvolvimento,False,False
560,Carlos Sobrenome,3,Agencia 3,Chapeco,2018-02-22,True,8016.0,True,True,False,False,True,True,True,236465,26,18458,4,8.52,Mais de 5 anos,R$ 8.001 a R$ 15.000,76.5,2,3,3,8,Engajado,False,False
561,Bruno Sobrenome,5,Agencia 5,Pato Branco,2020-12-22,True,15387.0,True,True,False,True,True,True,False,176031,43,15643,4,5.69,Mais de 5 anos,Acima de R$ 15.000,66.1,2,3,3,8,Engajado,False,False
562,Mariana Sobrenome,4,Agencia 4,Cascavel,2020-11-05,True,29614.0,True,True,True,False,False,False,True,177714,85,2873,3,5.82,Mais de 5 anos,Acima de R$ 15.000,60.0,1,3,2,6,Maduro,False,False
563,Amanda Sobrenome,4,Agencia 4,Maringa,2025-10-20,True,4242.0,True,False,True,False,True,True,True,34404,69,15245,4,0.86,Menos de 2 anos,R$ 3.001 a R$ 8.000,44.1,2,0,1,3,Em Desenvolvimento,False,False
564,Fernanda Sobrenome,4,Agencia 4,Maringa,2019-11-22,True,17693.0,True,False,True,True,False,False,False,230179,73,2326,2,6.77,Mais de 5 anos,Acima de R$ 15.000,66.8,1,3,3,7,Engajado,True,False
565,Amanda Sobrenome,1,Agencia 1,Cascavel,2025-02-11,True,13541.0,True,True,False,True,False,False,True,48514,11,15081,3,1.55,Menos de 2 anos,R$ 8.001 a R$ 15.000,32.0,1,0,0,1,Inicial,False,True
566,Ricardo Sobrenome,1,Agencia 1,Pato Branco,2025-04-23,True,8756.0,True,True,False,False,True,False,False,179274,83,10500,2,1.35,Menos de 2 anos,R$ 8.001 a R$ 15.000,70.0,1,0,3,4,Em Desenvolvimento,False,False
567,Paula Sobrenome,3,Agencia 3,Pato Branco,2019-07-08,True,16091.0,True,True,False,False,True,True,False,214673,22,8399,3,7.15,Mais de 5 anos,Acima de R$ 15.000,59.1,1,3,2,6,Maduro,False,False
568,Mariana Sobrenome,5,Agencia 5,Pato Branco,2024-10-11,True,29845.0,True,True,True,False,False,True,True,170329,8,14658,4,1.88,Menos de 2 anos,Acima de R$ 15.000,54.5,2,0,2,4,Em Desenvolvimento,False,False
569,Carlos Sobrenome,2,Agencia 2,Maringa,2022-03-10,True,11720.0,True,False,True,False,True,True,True,52178,95,12814,4,4.47,3 a 5 anos,R$ 8.001 a R$ 15.000,50.4,2,2,2,6,Maduro,False,False
570,Mariana Sobrenome,5,Agencia 5,Toledo,2025-03-20,True,29880.0,True,False,False,False,False,False,False,240400,12,17678,0,1.45,Menos de 2 anos,Acima de R$ 15.000,73.0,0,0,3,3,Em Desenvolvimento,True,False
571,Lucas Sobrenome,3,Agencia 3,Toledo,2022-01-26,True,10626.0,True,True,True,True,False,True,True,140837,27,11133,5,4.59,3 a 5 anos,R$ 8.001 a R$ 15.000,49.1,2,2,1,5,Maduro,False,False
572,Ricardo Sobrenome,2,Agencia 2,Maringa,2020-10-09,True,13665.0,True,True,True,True,True,True,True,199758,42,8179,6,5.89,Mais de 5 anos,R$ 8.001 a R$ 15.000,61.8,3,3,2,8,Engajado,False,False
573,Amanda Sobrenome,3,Agencia 3,Pato Branco,2023-11-13,True,18504.0,True,True,False,True,False,False,True,190787,49,13067,3,2.8,2 a 3 anos,Acima de R$ 15.000,67.7,1,1,3,5,Maduro,False,False
574,Bruno Sobrenome,1,Agencia 1,Pato Branco,2026-02-14,True,23883.0,True,False,True,False,True,False,True,207706,18,5395,3,0.54,Menos de 2 anos,Acima de R$ 15.000,52.9,1,0,2,3,Em Desenvolvimento,False,False
575,Fernanda Sobrenome,2,Agencia 2,Cascavel,2022-01-28,True,16468.0,True,True,False,False,False,True,True,208404,38,4484,3,4.59,3 a 5 anos,Acima de R$ 15.000,57.3,1,2,2,5,Maduro,False,False
576,Ricardo Sobrenome,1,Agencia 1,Toledo,2024-03-17,True,17227.0,True,True,False,False,False,True,False,69288,64,9643,2,2.45,2 a 3 anos,Acima de R$ 15.000,42.4,1,1,1,3,Em Desenvolvimento,True,False
577,Juliana Sobrenome,4,Agencia 4,Maringa,2024-03-11,True,6130.0,True,True,True,False,True,True,True,71203,34,15153,5,2.47,2 a 3 anos,R$ 3.001 a R$ 8.000,42.4,2,1,1,4,Em Desenvolvimento,False,False
578,Juliana Sobrenome,3,Agencia 3,Chapeco,2023-11-18,True,7361.0,True,True,False,False,False,False,True,46149,15,11035,2,2.78,2 a 3 anos,R$ 3.001 a R$ 8.000,27.8,1,1,0,2,Inicial,False,True
579,Juliana Sobrenome,3,Agencia 3,Toledo,2019-02-07,True,27116.0,True,False,True,False,False,False,False,202560,53,4023,1,7.56,Mais de 5 anos,Acima de R$ 15.000,59.8,0,3,2,5,Maduro,True,False
580,Fernanda Sobrenome,3,Agencia 3,Cascavel,2020-03-16,True,23820.0,True,True,False,False,True,False,False,36408,46,15706,2,6.46,Mais de 5 anos,Acima de R$ 15.000,39.9,1,3,1,5,Maduro,True,False
581,Carlos Sobrenome,5,Agencia 5,Cascavel,2024-07-11,True,2314.0,True,True,True,True,False,False,False,32035,98,10287,3,2.14,2 a 3 anos,Ate R$ 3.000,44.4,1,1,1,3,Em Desenvolvimento,False,False
582,Bruno Sobrenome,4,Agencia 4,Pato Branco,2025-06-10,True,13214.0,True,True,True,False,True,True,True,236971,47,4292,5,1.22,Menos de 2 anos,R$ 8.001 a R$ 15.000,64.9,2,0,3,5,Maduro,False,False
583,Amanda Sobrenome,1,Agencia 1,Chapeco,2018-03-08,True,5461.0,True,False,True,False,False,False,False,29231,38,6288,1,8.48,Mais de 5 anos,R$ 3.001 a R$ 8.000,23.8,0,3,0,3,Em Desenvolvimento,False,True
584,Joao Sobrenome,5,Agencia 5,Cascavel,2019-02-25,True,23861.0,True,True,False,True,False,True,False,231262,82,9228,3,7.51,Mais de 5 anos,Acima de R$ 15.000,77.9,1,3,3,7,Engajado,False,False
585,Carlos Sobrenome,4,Agencia 4,Maringa,2021-01-21,True,5183.0,True,False,False,False,False,True,True,13570,24,8448,2,5.6,Mais de 5 anos,R$ 3.001 a R$ 8.000,19.4,1,3,0,4,Em Desenvolvimento,False,True
586,Carlos Sobrenome,2,Agencia 2,Pato Branco,2019-05-25,True,8156.0,True,True,True,True,True,True,False,249277,47,3955,5,7.27,Mais de 5 anos,R$ 8.001 a R$ 15.000,66.7,2,3,3,8,Engajado,False,False
587,Lucas Sobrenome,2,Agencia 2,Pato Branco,2019-04-18,True,10751.0,True,False,False,False,True,False,True,193224,91,8073,2,7.37,Mais de 5 anos,R$ 8.001 a R$ 15.000,71.9,1,3,3,7,Engajado,False,False
588,Ricardo Sobrenome,1,Agencia 1,Pato Branco,2023-10-16,True,4373.0,True,False,True,False,False,False,True,158836,27,15700,2,2.87,2 a 3 anos,R$ 3.001 a R$ 8.000,58.5,1,1,2,4,Em Desenvolvimento,False,False
589,Bruno Sobrenome,4,Agencia 4,Chapeco,2019-06-08,True,5868.0,True,True,True,True,True,False,False,55371,76,4098,4,7.23,Mais de 5 anos,R$ 3.001 a R$ 8.000,35.1,2,3,0,5,Maduro,False,True
590,Mariana Sobrenome,4,Agencia 4,Pato Branco,2026-01-10,True,12522.0,True,True,False,False,True,True,True,217990,36,4230,4,0.64,Menos de 2 anos,R$ 8.001 a R$ 15.000,58.2,2,0,2,4,Em Desenvolvimento,False,False
591,Fernanda Sobrenome,4,Agencia 4,Chapeco,2020-07-08,True,6318.0,True,False,True,False,False,False,False,154995,80,7012,1,6.14,Mais de 5 anos,R$ 3.001 a R$ 8.000,59.6,0,3,2,5,Maduro,False,False
592,Bruno Sobrenome,1,Agencia 1,Toledo,2018-05-23,True,21241.0,True,True,True,False,False,True,False,76154,97,1182,3,8.27,Mais de 5 anos,Acima de R$ 15.000,41.0,1,3,1,5,Maduro,False,False
593,Carlos Sobrenome,5,Agencia 5,Maringa,2025-11-28,True,7954.0,True,False,True,True,True,False,True,193960,29,8365,4,0.75,Menos de 2 anos,R$ 3.001 a R$ 8.000,57.2,2,0,2,4,Em Desenvolvimento,False,False
594,Mariana Sobrenome,4,Agencia 4,Cascavel,2019-08-19,True,2217.0,True,False,True,False,False,True,False,2640,74,4969,2,7.03,Mais de 5 anos,Ate R$ 3.000,25.0,1,3,0,4,Em Desenvolvimento,False,True
595,Fernanda Sobrenome,2,Agencia 2,Toledo,2018-07-07,True,18837.0,True,True,True,True,True,True,False,177012,25,7957,5,8.15,Mais de 5 anos,Acima de R$ 15.000,51.7,2,3,2,7,Engajado,False,False
596,Juliana Sobrenome,3,Agencia 3,Pato Branco,2022-03-09,True,8658.0,True,False,False,True,False,True,True,7311,57,14217,3,4.48,3 a 5 anos,R$ 8.001 a R$ 15.000,33.9,1,2,0,3,Em Desenvolvimento,False,True
597,Juliana Sobrenome,1,Agencia 1,Pato Branco,,False,27443.0,True,False,False,False,False,True,False,101812,64,8789,1,,Nao informado,Acima de R$ 15.000,47.4,0,1,1,2,Inicial,True,False
598,Amanda Sobrenome,4,Agencia 4,Pato Branco,2023-02-15,True,17206.0,True,True,True,True,True,True,True,144070,77,13518,6,3.54,3 a 5 anos,Acima de R$ 15.000,65.1,3,2,3,8,Engajado,False,False
599,Joao Sobrenome,5,Agencia 5,Pato Branco,2019-08-25,True,9678.0,True,False,True,True,True,False,False,196783,61,3275,3,7.01,Mais de 5 anos,R$ 8.001 a R$ 15.000,59.2,1,3,2,6,Maduro,False,False
600,Mariana Sobrenome,2,Agencia 2,Toledo,2022-10-16,True,8351.0,True,True,True,True,True,True,False,171017,98,7633,5,3.87,3 a 5 anos,R$ 8.001 a R$ 15.000,68.4,2,2,3,7,Engajado,False,False
601,Ricardo Sobrenome,1,Agencia 1,Maringa,2023-09-18,True,19764.0,True,False,False,False,False,True,False,76258,19,12990,1,2.95,2 a 3 anos,Acima de R$ 15.000,36.8,0,1,0,1,Inicial,True,True
602,Bruno Sobrenome,3,Agencia 3,Pato Branco,2018-11-04,True,22109.0,True,False,False,True,True,True,False,138199,54,18222,3,7.82,Mais de 5 anos,Acima de R$ 15.000,64.0,1,3,3,7,Engajado,False,False
603,Fernanda Sobrenome,5,Agencia 5,Toledo,2018-01-05,True,6629.0,True,True,False,True,False,False,False,4125,16,7223,2,8.65,Mais de 5 anos,R$ 3.001 a R$ 8.000,13.6,1,3,0,4,Em Desenvolvimento,False,True
604,Amanda Sobrenome,2,Agencia 2,Toledo,2024-08-26,True,12680.0,True,True,False,False,True,True,False,98941,31,10493,3,2.01,2 a 3 anos,R$ 8.001 a R$ 15.000,40.8,1,1,1,3,Em Desenvolvimento,False,False
605,Mariana Sobrenome,4,Agencia 4,Pato Branco,2026-05-05,True,8975.0,True,False,True,True,True,True,True,181834,48,1512,5,0.32,Menos de 2 anos,R$ 8.001 a R$ 15.000,51.1,2,0,2,4,Em Desenvolvimento,False,False
606,Carlos Sobrenome,1,Agencia 1,Pato Branco,2026-03-18,True,3964.0,True,True,False,False,False,True,False,5942,59,18870,2,0.45,Menos de 2 anos,R$ 3.001 a R$ 8.000,39.7,1,0,1,2,Inicial,False,False
607,Mariana Sobrenome,5,Agencia 5,Pato Branco,2023-09-01,True,2010.0,True,False,True,True,True,False,True,17780,97,3978,4,3.0,2 a 3 anos,Ate R$ 3.000,32.9,2,1,0,3,Em Desenvolvimento,False,True
608,Joao Sobrenome,1,Agencia 1,Toledo,2021-04-04,True,17235.0,True,False,False,True,True,False,False,155990,65,6269,2,5.4,Mais de 5 anos,Acima de R$ 15.000,55.7,1,3,2,6,Maduro,True,False
609,Carlos Sobrenome,4,Agencia 4,Pato Branco,2019-12-16,True,11234.0,True,False,True,True,True,True,True,243544,13,4880,5,6.7,Mais de 5 anos,R$ 8.001 a R$ 15.000,57.8,2,3,2,7,Engajado,False,False
610,Joao Sobrenome,5,Agencia 5,Chapeco,2019-11-17,True,27548.0,True,True,True,False,False,True,False,10726,17,3443,3,6.78,Mais de 5 anos,Acima de R$ 15.000,10.6,1,3,0,4,Em Desenvolvimento,False,True
611,Carlos Sobrenome,3,Agencia 3,Maringa,2021-10-08,True,11870.0,True,True,False,True,False,True,False,154460,8,10176,3,4.89,3 a 5 anos,R$ 8.001 a R$ 15.000,46.2,1,2,1,4,Em Desenvolvimento,False,False
612,Ricardo Sobrenome,1,Agencia 1,Pato Branco,2019-11-28,True,12947.0,True,True,True,False,False,False,False,83806,19,3053,2,6.75,Mais de 5 anos,R$ 8.001 a R$ 15.000,25.5,1,3,0,4,Em Desenvolvimento,False,True
613,Lucas Sobrenome,5,Agencia 5,Pato Branco,2025-07-28,True,7671.0,True,False,True,True,True,False,False,83742,13,14555,3,1.09,Menos de 2 anos,R$ 3.001 a R$ 8.000,38.7,1,0,1,2,Inicial,False,False
614,Mariana Sobrenome,2,Agencia 2,Pato Branco,2026-08-24,True,26289.0,True,True,True,False,True,False,True,4905,26,11577,4,0.02,Menos de 2 anos,Acima de R$ 15.000,22.0,2,0,0,2,Inicial,False,True
615,Joao Sobrenome,2,Agencia 2,Cascavel,,False,25715.0,True,True,False,False,True,True,False,227796,7,6687,3,,Nao informado,Acima de R$ 15.000,55.3,1,1,2,4,Em Desenvolvimento,False,False
616,Carlos Sobrenome,1,Agencia 1,Pato Branco,,False,,False,True,False,False,False,True,False,235568,95,9004,2,,Nao informado,Nao informado,81.6,1,1,3,5,Maduro,False,False
